house,x,y,util,dam,group,connections
473,35.00864176267413,39.65414614494958,14.848820232306764,37.331393953811855,4,[]
267,38.79503116353492,74.54582182045198,58.74341919539023,56.67042649199345,3,"[(267, 629), (267, 77), (267, 329), (267, 248), (267, 127), (267, 796)]"
102,63.687771600032164,41.243478046971006,3.040600242641014,52.465624823501585,4,"[(102, 796)]"
155,76.12140454323628,5.193799303052305,61.47235667878441,40.65760192314429,5,"[(155, 637), (155, 92), (155, 432), (155, 34), (155, 866), (155, 784)]"
270,34.91602164707765,93.6276559468996,57.09663698091887,64.27183879698862,3,"[(270, 401), (270, 768), (270, 688), (270, 221), (270, 517), (270, 322), (270, 223), (270, 470), (270, 606)]"
363,70.8588095766789,37.25774340720756,59.08378905237545,54.05827649194323,5,"[(363, 361), (363, 662), (363, 834), (363, 270), (363, 25), (363, 931), (363, 322)]"
452,77.22107538453523,38.24023960547028,31.361109470757086,57.73065749500275,2,"[(452, 190), (452, 134), (452, 491), (452, 117), (452, 46), (452, 540)]"
269,34.28233346493083,89.56620649646179,17.906832257936205,61.92426998069631,3,"[(269, 690), (269, 201), (269, 914), (269, 279), (269, 912)]"
960,62.63733179689588,57.896079970300796,14.693639359950566,60.266705883598334,4,[]
271,31.76892063150295,52.25126752249171,6.8756047797286115,42.01009407699733,3,"[(271, 754), (271, 556), (271, 241)]"
845,71.8509020480673,23.526924479259865,52.90526449925004,47.68891326366358,5,"[(845, 638), (845, 354), (845, 758), (845, 773), (845, 580), (845, 160), (845, 931), (845, 944), (845, 898), (845, 615), (845, 55), (845, 983), (845, 760), (845, 94), (845, 164)]"
219,52.8562136892195,32.67789208614653,26.65985050179206,42.767052887683015,4,"[(219, 741), (219, 137)]"
272,30.80464889602053,70.64244576937428,7.946326485856718,50.72354733269741,3,"[(272, 377), (272, 123)]"
480,9.110501109620557,51.4307527411928,14.153197893311853,30.270626925406678,4,[]
273,31.312570106001964,61.2848441828052,52.91683461265089,46.29870714440358,3,"[(273, 547), (273, 138), (273, 848), (273, 622), (273, 303)]"
848,32.07928368642263,58.480717451972076,35.98831142836501,45.280000569197355,3,"[(848, 121), (848, 952), (848, 876), (848, 852), (848, 546), (848, 896), (848, 273), (848, 676)]"
738,33.756132075485816,81.6258604906853,33.74377126888591,57.69099628308555,3,"[(738, 142), (738, 713), (738, 614), (738, 565), (738, 292)]"
274,35.521573728658176,75.49144691617789,24.195329409247996,55.50651032241804,3,"[(274, 77), (274, 353), (274, 431), (274, 811), (274, 183), (274, 677)]"
474,32.301855126159616,45.666835968395354,50.73869999499888,38.984345547277485,4,"[(474, 536), (474, 888), (474, 521), (474, 306)]"
275,32.988147566303724,87.49136393878362,40.600929737176386,60.23975575254367,3,"[(275, 401), (275, 442), (275, 350), (275, 817), (275, 470)]"
729,78.07005826366056,26.889586692369452,76.39862373222547,52.479822478015,2,"[(729, 145), (729, 98), (729, 762), (729, 341), (729, 981), (729, 892), (729, 60), (729, 958), (729, 835), (729, 552), (729, 574), (729, 823), (729, 690), (729, 479), (729, 180), (729, 155), (729, 501), (729, 377), (729, 800), (729, 211)]"
278,34.83169403128466,80.28709304066325,59.872476197238186,57.55939353597395,3,"[(278, 159), (278, 129), (278, 971), (278, 333), (278, 781), (278, 183), (278, 52), (278, 204)]"
803,18.855593691952617,31.5819784010341,2.389443745740957,25.218786046493356,4,"[(803, 289)]"
279,35.79774379246249,94.99440389651488,43.30174085066563,65.39607384448868,3,"[(279, 471), (279, 269), (279, 710), (279, 508), (279, 175), (279, 157)]"
408,36.12193027888441,62.93362528847693,47.608544122952694,49.527777783680676,3,"[(408, 310), (408, 486), (408, 462), (408, 827), (408, 761), (408, 106), (408, 173), (408, 302), (408, 759)]"
282,28.58301153763632,91.39154140882248,44.783909793668705,59.9872764732294,3,"[(282, 653), (282, 768)]"
281,34.99757823250067,99.32934070162972,48.760688739600155,67.1634594670652,3,"[(281, 943), (281, 655)]"
739,38.51277991370251,71.78606244395262,67.13478701548446,55.149421178827566,3,"[(739, 103), (739, 244), (739, 750), (739, 648), (739, 562), (739, 763), (739, 100), (739, 300)]"
479,33.40160349191098,65.02216980429435,51.81749088687083,49.21188664810266,3,"[(479, 776), (479, 917), (479, 161), (479, 272), (479, 32), (479, 355), (479, 759)]"
285,34.339900274238964,83.63402459418225,37.26292109119858,58.98696243421061,3,"[(285, 820), (285, 747), (285, 971), (285, 104), (285, 297), (285, 420), (285, 962), (285, 142), (285, 469), (285, 980), (285, 954)]"
352,72.34139416392198,50.507806353306066,52.24552742237895,61.42460025861402,2,"[(352, 686), (352, 463), (352, 225), (352, 61), (352, 975), (352, 80), (352, 397)]"
284,32.07947926759407,77.41612085686887,31.241429038716618,54.74780006223147,3,"[(284, 123), (284, 897)]"
622,76.8994080379294,31.706249956426156,79.45570806357225,54.302828997177784,2,"[(622, 83), (622, 550), (622, 389), (622, 978), (622, 629), (622, 747), (622, 523), (622, 87), (622, 46), (622, 407), (622, 998), (622, 486), (622, 377), (622, 571)]"
286,33.68918259325535,98.3374525785805,25.241868463613983,66.01331758591792,3,[]
186,11.446476364988264,62.768544282033005,46.46322786770433,37.10751032351064,4,"[(186, 507)]"
287,38.32625232548631,46.60679707615441,37.631455381222324,42.46652470082036,4,"[(287, 513), (287, 754), (287, 453), (287, 836), (287, 791)]"
450,6.497915326742891,48.850376914193134,4.602701111662348,27.674146120468013,4,"[(450, 163), (450, 17)]"
288,33.63558420351004,70.38278297820905,52.21166363186248,52.00918359085955,3,"[(288, 395), (288, 581), (288, 877), (288, 648), (288, 614), (288, 934), (288, 508), (288, 172)]"
289,33.2728091437238,82.00464080875486,39.024029745914426,57.63872497623933,3,"[(289, 295), (289, 122), (289, 297), (289, 61), (289, 541), (289, 450)]"
987,83.74170368068118,22.498205337104064,42.59101822499816,53.119954508892626,2,"[(987, 365), (987, 822)]"
367,33.38908351535243,57.80842372116629,29.04182720034059,45.598753618259366,3,"[(367, 108), (367, 167), (367, 234)]"
740,34.672434729162504,50.95262114635299,14.13390279103822,42.81252793775775,3,"[(740, 806), (740, 394), (740, 888), (740, 977), (740, 352)]"
290,33.95210094774142,80.41167389412978,43.540942057327975,57.181887420935595,3,"[(290, 323), (290, 796), (290, 59), (290, 856)]"
478,30.542736801376364,84.83111324980185,50.3676725010199,57.686925025589105,3,"[(478, 122), (478, 403), (478, 255)]"
268,27.398223985366837,32.746885225870166,46.67480845880722,30.0725546056185,4,"[(268, 83)]"
156,74.13756615029577,9.432537510903577,62.697792543347305,41.78505183059967,5,"[(156, 333), (156, 925), (156, 320), (156, 727), (156, 960), (156, 170), (156, 181), (156, 428), (156, 113)]"
291,30.116122818355453,77.97615631740562,40.95549298216512,54.04613956788054,3,"[(291, 565), (291, 796), (291, 484)]"
439,77.29226196679888,39.14073210429025,55.31197965229757,58.21649703554456,2,"[(439, 923), (439, 175), (439, 877), (439, 932), (439, 867), (439, 38), (439, 194), (439, 808), (439, 568), (439, 347)]"
139,79.47076346446485,15.09602922345616,37.984477067491795,47.283396343960504,2,"[(139, 687), (139, 132), (139, 703), (139, 417), (139, 599), (139, 754), (139, 838), (139, 945)]"
